"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AENJPLPP_02049",118638.532775154,-2.25183905709189,0.0631345777206522,-35.6672862699022,1.27149213935948e-278,1.99063715581442e-277
"AENJPLPP_02050",4617.38600258234,-0.204782437315186,0.0777439229731668,-2.63406359601722,0.00843696836243164,0.011384824778221
"AENJPLPP_02051",2338.49816399679,-0.209669132783443,0.073615914274584,-2.84814954550978,0.00439742556804802,0.00605165560215305
"AENJPLPP_02052",16143.938400445,-2.12535913697959,0.0775522411067644,-27.4055153874104,2.35735643717615e-165,2.07390391089334e-164
"AENJPLPP_02053",12.8148724849748,0.720895404856773,0.503713238808536,1.43116231481617,0.152383701300169,0.18230950623915
"AENJPLPP_02054",27.4971185937217,0.808888211935773,0.348268693291455,2.32259811897259,0.0202007518710245,0.0264856323495827
"AENJPLPP_02055",51.9339577912937,0.989894803319699,0.255979152428213,3.86709149526271,0.000110141112764048,0.000168274354863016
"AENJPLPP_02056",108.851330770954,1.20592798712292,0.185017625639004,6.5179086746895,7.12943741520797e-11,1.34636327841022e-10
"AENJPLPP_02057",1590.73494696176,2.76981541340334,0.0860507820676315,32.1881492166615,2.58568005453502e-227,3.20404268885361e-226
"AENJPLPP_02058",194.640991229866,-3.25123824904596,0.201015831821528,-16.1740407190045,7.68859634155492e-59,3.19389337326789e-58
"AENJPLPP_02059",22.4384205424669,-4.11101302362135,0.631885873740989,-6.50594228239776,7.72078682285196e-11,1.4552059047343e-10
"AENJPLPP_02060",460.121680020939,-0.777560259469151,0.098026196023458,-7.93216804294924,2.15352761599003e-15,4.58747067868542e-15
"AENJPLPP_02061",4774.23515692616,1.45065298665776,0.0608121650672321,23.8546512043103,9.06127129597108e-126,6.43571268630921e-125
"AENJPLPP_02062",4134.38187672733,1.57565729978858,0.0647829784111889,24.3220879686576,1.14478964321402e-130,8.52590138373203e-130
"AENJPLPP_02063",6118.34524558128,1.79499540782327,0.0561815546033496,31.9499063437495,5.4187507602677e-224,6.65797561767913e-223
"AENJPLPP_02064",6225.8561279352,-0.707824184853326,0.0579029582599927,-12.2243181717088,2.30507605774117e-34,6.8146004874541e-34
"AENJPLPP_02065",1080.54241451031,-0.535688536074681,0.0812266541280218,-6.59498463682105,4.25299901334330e-11,8.09459681493837e-11
"AENJPLPP_02066",3757.52542553295,-0.429923264786226,0.0630786853406224,-6.81566621854367,9.38279168376436e-12,1.81184942858898e-11
